abbrev,name
TDLU,"Theater Design, College of Languages, Unlimited (Fordham University courses)"
TDPC,Taunton Deane Partnership College
TEACH,Teacher Education Assistance for College and Higher
TEACH,Technology Education and Accessibility in College and Higher
TEACH,Teacher Eductation Assistance for College and Higher
TEC,Trichy Engineering College
TECHS,Toledo Early College High School
TEEC,Theological Education by Extension College
TEI,Theological Education Institution
TELL,Technology Enhanced Learning - Loras College
TEMM,Travel Exposition and Meeting Management
TESC,Thomas Edison State College
TESC,The Evergreen State College
TETB,Tipperary Education and Training Board
TFC,Toccoa Falls College
TFTC,Timber and Forestry Training College
TFVC,The Fisher Valley College
TICF,Technocrats India College Finder
TICT,Techno India College of Technology
TISB,The International School of Bangalore
TJC,Tyler Junior College
TJC,Temasek Junior College
TJC,Tyler Junior College's
TKC,The King's College
TKC,Tunku Kurshiah College
TKC,Tech Knowledge College
TKMCE,Thangal Kunju Musaliar College of Engineering
TLC,Trinity Lutheran College
TLGC,True Light Girls' College
TLSC,Tuggerah Lakes Secondary College
TLSC,Taylors Lakes Secondary College
TMC,Truett- McConnell College
TMC,Thomas More College
TMCC,Truckee Meadows Community College
TMCC,Turtle Mountain Community College
TMCC,Truckee Meadow Community College
TNCC,Thomas Nelson Community College
TNMC,Topiwala National Medical College
TOC,The Otomotif College - Malaysia
TOCC,Tohono Oodham Community College
TPCIT,Tashkent Professional College of Information Technologies
TPEC,Taipei Physical Education College
TPSC,Tanzania Public Service College
TRBC,The Rock Bible College
TRC,Three Rivers College
TRCC,Three Rivers Community College
TRCCA,Theodore Roosevelt College and Career Academy
TSBC,Tri State Bible College
TSBC,The Shepherd's Bible College
TSC,Texas Southmost College
TSCA,"Tri-State College of Acupuncture, New York City"
TSCA,Tri State College of Acupuncture
TSCER,Thakur Shyamnarayan College of Education & Research
TSEC,Thadomal Shahani Engineering College
TSTC,Texas State Technical College
TTC,Teachers Training College
TTC,Trident Technical College
TTC,Teacher Training College
TTCS,Tainan Theological College and Seminary
TTTC,Technical Teachers Training College
TUCE,Test of Understanding in College Economics
TVCC,Trinity Valley Community College
TWC,Tennessee Wesleyan College
TWCP,The Woodlands College Park
TXA&M,Texas Agricultural and Mining College
TXA&M-CC,Texas Agricultural and Mining College - Corpus Christi
UACCB,University of Arkansas Community College at Batesville
UACCH,University of Arkansas Community College at Hope
UACCM,University of Arkansas Community College at Morrilton
UBCU,Uniting Black Colleges and Universities
UC,University College
UCA,Universal College Application
UCA,Universal College Applicaton
UCAA,Universities and Colleges Athletic Association
UCAA,University College Alumni Association
UCAC,Utah College Advising Corps
UCAN,University and College Accountability Network
UCAN,Unlocking College Academics Now
UCAN,University College Access Network
UCAP,Ursuline College Adult Program
UCAS,Universities and Colleges Admissions Service
UCAS,University Colleges and Art Schools
UCAS,Universities and Colleges Admission Service
UCAS,University College of Applied Sciences
UCAS,Universities & Colleges Application System
UCAS,Universities Colleges Admission System
UCAT,Utah College of Applied Technology
UCB,University College of Bahrain
UCBC,University Centre at Blackburn College
UCBC,University College Boat Club
UCBS,University College of Business Studies
UCC,University College of the Cariboo
UCC,University College Centers
UCC,University College Cork
UCC,Umpqua Community College
UCCA,University College for the Creative Arts
UCCC,Ulster County Community College
UCCF,Universities and Colleges Christian Fellowship
UCCF,University and Colleges Christian Fellowship
UCCI,University College of the Cayman Islands
UCCKE,United Christian College Kowloon East
UCD,University College Dublin
UCD,Univercity College Dublin
UCDA,University College Designers Association
UCDH,Utah College of Dental Hygiene
UCDSU,University College Dublin Students' Union
UCE,University College Of Engineering
UCEA,Universities and Colleges Employers Association
UCEK,"University College of Engineering, Kanchipuram"
UCEM,University College of Estate Management
UCEN,University College of Engineering Narasaraopet
UCEN,University College of Engineering Nagercoil
UCEP,University college entrance program
UCEP,University and College Entrance Program
UCEP,University and College Entrance Preparation
UCEP,University College of Engineering Panruti
UCER,United College of Engineering and Research
UCER,United College of Engineering & Research
UCET,Universal College of Engineering and Technology (India)
UCET,"University College of Engineering, Thodupuzha (India)"
UCET,University College of Engineering Tindivanam
UCEW,University College of Education of Winneba
UCEZ,University College of Education Zanzibar
UCF,Ueda College of Fashion
UCFB,University College of Football Business
UCFV,University College of the Fraser Valley
UCIL,University College for Interdisciplinary Learning
UCJ,University College Jutland
UCJ,University College Jersey
UCJ,University College of Jaffna
UCL,University College London
UCL,"University College, London"
UCLA,University of California Los Angeles
UCLAA,Universities and Colleges of Luzon Athletic Association
UCLES,University College London Echelle Spectrograph
UCLH,University College London Hospitals
UCLU,University College London Union
UCMS,University College of Medical Sciences
UCMS,Universal College of Medical Sciences
UCMS,United College Marketing Services
UCN,University College of the North
UCN,University College Nordjylland
UCN,University College of Northern
UCN,University College Northampton
UCNA,University College of Nabi Akram
UCOE,Umrer College Of Engineering
UCOL,Universal College Of Learning
UCSC,Upper Coomera State College
UCSQ,University College of Southern Queensland
UCSS,University College Of Social Sciences
UCTS,University College of Technology Sarawak
UCTS,University College Technology Sarawak
UCU,Utrecht University College
UCU,University and College Union
UCU,UCCF (Universities and Colleges Christian Fellowship) Christian Union
UCU,University College Utrecht
UCW,University College Worcester
UEC,Utah Electronic College
UHC,University Honors College
UHCS,University Heights College Suites
UHMC,University of Hawaii Maui College
UIC,United International College
UICM,University of Illinois College of Medicine
UK,University of Kentucky
ULCE,Usha Latchumanan College of Education
UMCP,University of Maryland - College Park
UMCP,University of Maryland College Park
UMCP,"University of Maryland, College Park"
UMIT,Usha Mittal Institute Of Technology
UMUC,University of Maryland University College
UNSSC,United Nations System Staff College
UPA,College of Urban and Public Affairs
UPC,Unciano Paramedical College
UPCA,University of the Philippines College of Agriculture
UPCAT,University of the Philippines College Admission Test
UPVTC,University of the Philippines Visayas Tacloban College
USAC,Utah State Agricultural College
USC,United Secondamendment College
USIC,University of Sheffield International College
UST,University of Science and Technology
USUCNR,Utah State University College of Natural Resources
UTC,University Technical College
UTCWI,United Theological College of the West Indies
UTTC,United Tribes Technical College
UUCA,University and University Colleges Act
UVCE,University Visvesvaraya College of Engineering
UWC,United World Colleges
UWC,United World College
UWC,University of Wisconsin Colleges
UWC-RIM,United World College - Robben Island Mayibuye
UWCC,University of Wales College Cardiff
UWCN,University of Wales College Newport
UWIC,University of Worcester International College
VBC,Virginia Baptist College
VBC,Vejen Business College
VC,Valtorta College
VC,Victoria College
VCAD,Visual College of Art and Design
VCAD,Vancouver College of Art and Design
VCASS,Victorian College of the Arts Secondary School
VCAT,Veterinarian College Admission Test
VCAT,Veterinary College Admission Test
VCC,Vancouver Community College
VCC,Vermilion Community College
VCC,Valencia Community College
VCCS,Virginia Community College System
VCCT,Vancouver College of Counsellor Training
VCDS,Victoria College Drama Society
VCE,Vasavi College of Engineering
VCEA,Voiland College of Engineering and Architecture
VCFA,Vermont College of Fine Arts
VCJ,"Victoria College, Jersey"
VCM,Valley College Monarchs
VCMC,Valley College of Medical Careers
VCOM,Virginia College of Osteopathic Medicine
VCOM,Via College of Osteopathic Medicine
VCQ,Virginia College Quest
VCT,Virtual College of Texas
VCTC,Vermont Community and Technical Colleges
VCTM,Vivekananda College of Technology and Management
VCW,Vellalar College for Women
VFCC,Veterans Fitness Career College
VFMC,Valley Force Military College
VFMC,Valley Forge Military College
VGCC,Vance-Granville Community College
VHCC,Virginia Highlands Community College
VIC,Virginia Intermont College
VJC,Villa Julie College
VJC,Victoria Junior College
VKCET,Valia Koonambaikulathamma College of Engineering and Technology
VKCET,Valia Koonambaikkulathamma College of Engg and Technology
VMC,Veterinary Medical College
VMCA,Veterinary Medical College Application
VOBC,Victory Outreach Bible College
VOCA,Visiting Overseas College Advising
VOICE,Vision Of the Ideal College Environment
VPA,College of Visual and Performing Arts
VSC,Vermont State Colleges
VSCC,Volunteer State Community College
VTC,Vermont Technical College
VTC,Vermont Tech College
VTEC,Visalia Technical Early College
VUC,Volda University College
VVC,Victor Valley College
VVCC,Victor Valley Community College
VVCE,Vidya Vardhaka College of Engineering
VWC,Virginia Wesleyan College
VWCC,Virginia Western Community College
VXW,"Westchester, New York, Community College Library"
VXW,Vassar College Libraries
VXZ,Dowling College Library
WACAC,Western Association for College Admissions Counseling
WACE,Western Association of Colleges and Employers
WACOT,Western Australian College Of Teaching
WACP,West African College of Physicians
WALA,We are Learning At
WALW,Walsh College Women's sports
WARC,Warren Ashby Residential College
WASC,Western Association Of Schools And Colleges
WASC,Western Association of Schools Colleges
WASC,Western Associations for School and Colleges
WASC,Western Association of School and Colleges
WATC,Wichita Area Technical College
WBC,Western Baptist College
WBC,Washington Bible College
WBCS,Washington Baptist College And Seminary
WBGCTA,West Bengal Government College Teachers Association
WC,Women's College
WCAA,Wellesley College Alumnae Association
WCAA,Walsh College Alumni Association
WCAA,Western College Alumnae Association
WCAB,Wellesley College Alumnae of Boston
WCAD,Whitecliffe College of Arts and Design
WCAD,Watkins College of Art and Design
WCAE,Western College of Adult Education
WCAN,Washington College Access Network
WCAS,Northwestern University Weinberg College of Arts & Sciences
WCAS,Weinberg College of Arts and Sciences
WCAS,Waljat Colleges of Applied Sciences
WCB,Westchester College for Business
WCB,Warrington College of Business
WCB,Williams College of Business
WCBA,Williamson College of Business Administration
WCBA,Warrington College of Business Administration
WCBC,West Coast Baptist College
WCBD,Walton College of Business Department
WCC,World City College
WCC,Western Christian College
WCC,Wytheville Community College
WCC,Westchester Community College
WCC,Windward Community College
WCC,Westside Christian College
WCC,Washtenaw Community College
WCC,Woodland Community College
WCC,Whatcom Community College
WCC,Waubonsee Community College's
WCC,Waubonsee Community College
WCC,Washtenaw Community College's
WCC,Wayne Community College
WCC,Wilson Community College
WCC,Wilkes Community College
WCC,Wallace Community College
WCCC,Wayne County Community College
WCCC,Warren County Community College
WCCC,Westmoreland County Community College
WCCC,Western Colorado Community College
WCCC,Washington County Community College
WCCCA,Western Conference on College Cost Accounting
WCCCD,Wayne County Community College District
WCCS,Wallace Community College Selma
WCDN,Westwood College Denver North
WCDU,Williams College Debate Union
WCE,Wellington College of Education
WCE,Woodring College of Education
WCE,Whitaker College of
WCE,Whitaker College of Engineering
WCE,Woodring College of
WCE,Walchand College of Engineering
WCEM,Wainganga College of Engineering and Management
WCES,"Walchand College of Engineering, Sangli"
WCFA,Women's College of Fine Arts
WCFH,Westmont College Faculty Handbook
WCHC,Westbrook College History Collection
WCHN,Wessex College of Hypnotherapy and NLP
WCIB,Wellington College International Bangkok
WCJC,Wharton County Junior College
WCJE,Whitworth College Jazz Ensemble
WCL,Wellington College of Languages
WCL,Washington College of Law
WCMC,Weil Cornell Medical College
WCMC,Weill Cornell Medical College
WCMC,Williams College Math Camp
WCNP,Weekend College Now Program
WCOB,Sam M. Walton College of Business
WCOB,Walton College of Business
WCOB,Welch College of Business
WCOB,Wellington College Old Boys
